,출생,사망,전입,전출,혼인,이혼,cluster,cluster_s,cluster_sub,cluster_uni,대학 수 ,동,구시군,지하철 수 ,대학 수,cluster_rate_k,cluster_rate_t,cluster_h_r,cluster_h,위도,경도
211,160,78,2845,3021,90,32,2,1,2,2,1,용강동,마포구,0,0,1,1,0,0,37.5428,126.94372
212,90,65,2921,3394,93,19,2,0,0,0,0,합정동,마포구,1,0,2,2,1,1,37.5505137,126.9054768
213,124,50,1682,2037,31,14,0,0,0,0,0,남가좌1동,서대문구,1,0,1,1,0,0,37.5744472,126.9184977
214,157,147,3814,3930,97,52,2,1,2,2,1,남가좌2동,서대문구,0,1,2,2,0,0,37.5784404,126.9238857
215,118,87,1848,2205,41,21,0,0,0,0,0,북가좌1동,서대문구,1,0,1,1,0,0,37.5733702,126.9115745
216,141,182,3449,4215,96,68,2,2,2,1,1,북가좌2동,서대문구,1,0,2,2,1,1,37.5814047,126.9087115
217,147,67,2284,2860,59,15,0,0,0,0,0,북아현동,서대문구,1,0,1,1,0,0,37.55943405,126.9569920287671
218,55,68,6664,5957,82,22,1,1,2,2,1,신촌동,서대문구,1,2,0,0,1,1,37.5591393,126.9434279
219,138,211,5492,6499,137,49,1,2,1,1,2,연희동,서대문구,0,0,0,0,1,1,37.5913488,126.9398535
220,108,116,2126,2555,83,21,0,1,2,2,1,천연동,서대문구,0,1,1,1,0,0,37.5666295,126.9246236
221,84,121,2926,3025,84,23,2,1,2,2,1,충현동,서대문구,2,2,2,2,0,0,37.5647995,126.9547025
222,99,155,2604,2736,69,25,0,1,2,2,1,홍은1동,서대문구,0,0,1,1,0,0,37.5988595,126.9471727020396
223,108,162,3552,3840,94,37,2,1,2,2,1,홍은2동,서대문구,0,1,2,2,1,1,37.5801524,126.9341838
224,119,107,2891,3359,72,38,2,1,2,2,1,홍제1동,서대문구,2,1,2,2,0,0,37.5960059,126.9388009
225,71,85,1502,1898,53,22,0,0,0,0,0,홍제2동,서대문구,1,1,1,1,0,0,37.5861065,126.9493764
226,64,118,1650,1945,44,22,0,0,0,0,0,홍제3동,서대문구,1,0,1,1,1,1,37.5937788,126.9497219
227,115,82,2447,2940,64,30,0,1,2,2,1,내곡동,서초구,0,0,1,1,0,0,37.4621928,127.0526352
228,170,77,7591,5451,97,37,1,2,1,1,2,반포1동,서초구,4,0,0,0,0,0,37.50508325,127.0133939073663
229,78,33,1950,2206,19,16,0,0,0,0,0,반포2동,서초구,1,0,1,1,0,0,37.50457255000001,126.9945102758296
230,129,55,2887,3038,43,20,2,0,0,0,0,반포3동,서초구,1,0,2,2,0,0,37.5083279,127.0032639
231,110,66,2916,3091,64,24,2,0,0,0,0,반포4동,서초구,1,1,2,2,0,0,37.4990959,127.0000948
232,30,24,751,10467,27,6,2,0,0,0,0,반포본동,서초구,2,0,0,0,0,0,37.5100644,127.0195318
233,96,63,2827,3185,81,27,2,0,0,0,0,방배1동,서초구,2,0,2,2,1,1,37.483853,126.9944125
234,109,93,3108,3908,77,26,2,1,2,2,1,방배2동,서초구,3,0,2,2,1,1,37.4823647,126.9856137
235,102,82,4154,6589,58,22,1,1,2,2,1,방배3동,서초구,1,1,0,0,0,0,37.4811119,126.9986796
236,128,78,3682,3884,79,25,2,1,2,2,1,방배4동,서초구,2,0,2,2,0,0,37.4751703,127.0017707
237,85,79,3077,3178,50,26,2,0,0,0,0,방배본동,서초구,0,0,1,1,0,0,37.4957394,126.9875352
238,121,84,3727,4169,118,38,2,1,2,2,1,서초1동,서초구,1,1,2,2,0,0,37.4927095,127.029035
239,121,55,8616,3855,111,23,1,1,2,2,1,서초2동,서초구,1,0,0,0,0,0,37.4920588,127.0249573964116
240,155,116,6241,5743,172,40,1,2,1,1,2,서초3동,서초구,2,0,0,0,0,0,37.4840597,127.0141351
241,158,98,3773,4359,56,27,2,1,2,2,1,서초4동,서초구,2,0,2,2,2,2,37.50266565,127.0221730780542
242,243,171,5236,6664,167,50,1,2,1,1,2,양재1동,서초구,0,0,0,0,2,2,37.4716352,127.0267078
243,133,91,3675,4203,125,48,2,1,2,2,1,양재2동,서초구,1,0,2,2,1,1,37.4705922,127.0412234
244,155,86,3406,4847,61,23,2,1,2,2,1,잠원동,서초구,3,0,0,0,2,2,37.5147005,127.0105924
245,150,66,1619,2047,64,22,0,0,0,0,0,금호1가동,성동구,1,0,1,1,0,0,37.5582245,127.0325932
246,180,109,2534,3065,121,35,0,1,2,2,1,금호2.3가동,성동구,2,0,2,2,0,0,37.552556,127.0221257
247,128,71,1816,2164,58,22,0,0,0,0,0,금호4가동,성동구,1,0,1,1,0,0,37.5467287,127.0204442
248,115,101,2901,3324,96,36,2,1,2,2,1,마장동,성동구,1,0,2,2,0,0,37.56588,127.04575
249,41,41,3035,3019,43,16,2,0,0,0,0,사근동,성동구,1,2,2,2,1,1,37.5609,127.04555
250,109,82,3118,3127,83,30,2,1,2,2,1,성수1가1동,성동구,1,0,2,2,0,0,37.542067,127.0496432
251,66,45,1792,2496,46,14,0,0,0,0,0,성수1가2동,성동구,1,0,1,1,1,1,37.5472871,127.0441186
252,71,114,2120,2724,78,30,0,1,2,2,1,성수2가1동,성동구,0,0,1,1,1,1,37.5455662,127.0272714
253,57,43,1850,2261,48,21,0,0,0,0,0,성수2가3동,성동구,1,0,1,1,1,1,37.5497734,127.053245
254,40,55,1442,1593,48,22,0,0,0,0,0,송정동,성동구,0,0,1,1,1,1,37.5549166,127.069682
255,245,120,3486,4043,138,34,2,2,2,1,1,옥수동,성동구,1,0,2,2,2,2,37.54348,127.01389
256,159,86,2154,2597,73,25,0,1,2,2,1,왕십리2동,성동구,1,0,1,1,0,0,37.5620869,127.0319789
257,198,124,3813,4313,110,42,2,1,2,2,1,왕십리도선동,성동구,1,0,2,2,0,0,37.5679442,127.0255897821386
258,33,84,2069,2081,48,30,0,0,0,0,0,용답동,성동구,4,0,2,2,1,1,37.563863,127.0548293
259,94,57,1662,2014,44,25,0,0,0,0,0,응봉동,성동구,1,0,1,1,0,0,37.54348,127.01389
260,99,60,2148,2253,51,27,0,0,0,0,0,행당1동,성동구,1,0,1,1,0,0,37.5585385,127.0365353
261,160,105,2272,2954,123,23,0,1,2,2,1,행당2동,성동구,1,0,1,1,2,2,37.558229,127.0293506
262,189,117,3395,4182,85,23,2,1,2,2,1,길음1동,성북구,1,0,2,2,2,2,37.6146362,127.0165792
263,128,69,2504,2752,61,30,0,0,0,0,0,길음2동,성북구,0,0,1,1,0,0,37.6061647,127.0256465
264,71,68,1536,2025,52,22,0,0,0,0,0,돈암1동,성북구,0,0,1,1,0,0,37.6074613,127.0055459
265,114,95,2210,2898,68,30,0,1,2,2,1,돈암2동,성북구,0,0,1,1,2,2,37.5980185,127.0105689
266,47,63,3447,3472,56,24,2,0,0,0,0,동선동,성북구,1,1,2,2,1,1,37.59398735,127.0204361
267,82,84,2282,2541,60,28,0,0,0,0,0,보문동,성북구,1,0,1,1,1,1,37.5798459,127.0234001
268,68,133,3191,3659,78,43,2,1,2,2,1,삼선동,성북구,2,2,2,2,1,1,37.5908535,127.0146619
269,162,231,4406,4801,144,53,2,2,1,1,2,석관동,성북구,2,1,0,0,0,0,37.6049647,127.045229
270,71,105,2382,2608,71,15,0,0,0,0,0,성북동,성북구,0,0,1,1,1,1,37.5887605,127.0050308
271,37,67,3416,3414,48,27,2,0,0,0,0,안암동,성북구,1,1,2,2,1,1,37.586034,127.021375
272,138,125,2528,2855,74,44,0,1,2,2,1,월곡1동,성북구,0,0,1,1,0,0,37.61056395,127.0357600359999
273,75,113,2807,3149,72,34,2,1,2,2,1,월곡2동,성북구,2,0,2,2,0,0,37.6049647,127.045229
274,70,129,6741,2490,83,39,2,1,2,2,1,장위1동,성북구,0,0,2,2,1,1,37.61373,127.03915
275,41,100,1927,1842,65,16,0,0,0,0,0,장위2동,성북구,1,0,1,1,1,1,37.609865,127.0524123
276,149,92,2312,3654,55,37,2,1,2,2,1,장위3동,성북구,0,0,1,1,0,0,37.6167394,127.0570781
277,90,71,2304,2688,65,29,0,0,0,0,0,정릉1동,성북구,1,0,1,1,0,0,37.6014313,127.0166804
278,119,130,2656,2960,78,36,0,1,2,2,1,정릉2동,성북구,1,0,2,2,1,1,37.6044694,127.0111539
279,67,100,2319,2623,69,20,0,0,0,0,0,정릉3동,성북구,0,2,1,1,1,1,37.6085444,127.003904
280,134,149,2622,3131,72,46,0,1,2,2,1,정릉4동,성북구,1,0,2,2,0,0,37.6063255,127.0104128
281,189,224,4069,4650,115,51,2,2,1,1,2,종암동,성북구,1,0,2,2,2,2,37.5919701,127.0365575
282,326,66,5806,6542,115,34,1,2,1,1,2,가락1동,송파구,2,0,0,0,2,2,37.4980968,127.1037991
283,181,95,4201,4992,108,36,2,1,1,2,2,가락2동,송파구,3,0,0,0,0,0,37.4975793,127.1271081
284,191,85,3954,4800,122,38,2,1,1,2,2,가락본동,송파구,3,0,0,0,0,0,37.494596,127.1205972
285,48,46,1667,2056,53,25,0,0,0,0,0,거여1동,송파구,1,0,1,1,1,1,37.4959276,127.1412445
286,95,86,2322,2725,87,37,0,1,2,2,1,거여2동,송파구,1,0,1,1,0,0,37.4935399,127.1468628
287,50,152,2109,2710,40,49,0,1,2,2,1,마천1동,송파구,1,0,1,1,1,1,37.4919452,127.15442
288,60,129,2133,2732,57,35,0,1,2,2,1,마천2동,송파구,0,0,1,1,1,1,37.4919452,127.15442
289,126,77,2863,3538,90,31,2,1,2,2,1,문정1동,송파구,1,0,2,2,1,1,37.50542,127.1391
290,183,81,6309,6830,224,46,1,2,1,1,2,문정2동,송파구,4,0,0,0,0,0,37.5041995,127.1302592
291,63,56,2141,2617,63,28,0,0,0,0,0,방이1동,송파구,1,0,1,1,1,1,37.5109882,127.1239088
292,142,94,6303,6002,161,50,1,2,1,1,2,방이2동,송파구,3,0,0,0,1,1,37.5026982,127.0993482
293,165,108,5018,6135,176,54,1,2,1,1,2,삼전동,송파구,2,0,0,0,1,1,37.5027234,127.0925526
294,187,94,5358,6269,209,48,1,2,1,1,2,석촌동,송파구,2,0,0,0,1,1,37.5041198,127.1040452
295,175,81,4359,5282,158,31,2,2,1,1,2,송파1동,송파구,2,0,0,0,1,1,37.5058895,127.1098693
296,95,77,2344,3833,52,25,2,0,0,0,0,송파2동,송파구,1,0,2,2,0,0,37.502328,127.116687
297,209,175,4937,5996,115,57,1,2,1,1,2,오금동,송파구,3,0,0,0,0,0,37.5033781,127.1286118
298,46,47,1820,2227,26,17,0,0,0,0,0,오륜동,송파구,3,1,2,2,0,0,37.521128,127.1337542
299,295,55,13142,4566,71,31,1,2,1,1,2,위례동,송파구,1,0,0,0,2,2,37.4742312,127.1434465
300,169,70,4139,4993,64,23,2,1,2,2,1,잠실2동,송파구,2,0,0,0,2,2,37.5119198,127.0885141598288
301,170,94,4361,5234,58,40,2,1,2,2,1,잠실3동,송파구,2,0,0,0,2,2,37.5133081,127.094409242774
302,113,52,2432,2689,40,9,0,0,0,0,0,잠실4동,송파구,2,0,2,2,0,0,37.520124,127.112382176712
303,95,44,2075,2406,56,16,0,0,0,0,0,잠실6동,송파구,2,0,2,2,0,0,37.5169432,127.1006198
304,34,42,975,1238,18,11,0,0,0,0,0,잠실7동,송파구,1,0,1,1,0,0,37.5068569,127.0746595
305,143,105,5321,5841,131,52,1,2,1,1,2,잠실본동,송파구,2,0,0,0,1,1,37.5067395,127.0855685
306,210,124,4416,5128,135,50,2,2,1,1,2,장지동,송파구,2,0,0,0,2,2,37.4864094,127.1328252
307,76,69,1415,2313,50,26,0,0,0,0,0,풍납1동,송파구,1,0,1,1,1,1,37.5382184,127.1219867
308,144,96,3261,3957,95,24,2,1,2,2,1,풍납2동,송파구,1,0,2,2,0,0,37.528733,127.116806
309,100,81,3332,4142,84,37,2,1,2,2,1,목1동,양천구,2,0,2,2,0,0,37.53037915,126.871157218058
310,178,121,4189,4662,144,42,2,2,1,1,2,목2동,양천구,2,0,0,0,1,1,37.5461269,126.8716981945392
311,157,103,3158,3773,107,32,2,1,2,2,1,목3동,양천구,1,0,2,2,1,1,37.5447128,126.8644592990214
312,66,98,2987,3471,60,42,2,1,2,2,1,목4동,양천구,0,0,1,1,1,1,37.5324073,126.8683621
313,98,106,4077,5024,52,21,2,1,2,2,1,목5동,양천구,1,0,2,2,2,2,37.53719715,126.8817296558076
314,80,125,2377,2734,94,53,0,1,2,2,1,신월1동,양천구,0,0,1,1,1,1,37.51924,126.85754
315,100,116,2205,2776,69,43,0,1,2,2,1,신월2동,양천구,0,0,1,1,0,0,37.5192067,126.8706968
316,67,116,1924,2358,52,56,0,1,2,2,1,신월3동,양천구,0,0,1,1,1,1,37.51514135,126.854808789051
317,85,81,1586,2001,42,32,0,0,0,0,0,신월4동,양천구,0,0,1,1,0,0,37.5240393,126.8587822
318,84,69,1849,2204,50,31,0,0,0,0,0,신월5동,양천구,0,0,1,1,1,1,37.51706595,126.8644757540225
319,83,31,1599,1493,73,17,0,0,0,0,0,신월6동,양천구,0,0,1,1,0,0,37.5348099,126.8783553
320,72,146,2220,2861,70,38,0,1,2,2,1,신월7동,양천구,0,0,1,1,1,1,37.5325257,126.831595
321,62,75,2381,2875,35,24,0,0,0,0,0,신정1동,양천구,1,0,1,1,0,0,37.5262271,126.8483313
322,36,86,2035,2421,29,18,0,0,0,0,0,신정2동,양천구,0,0,1,1,0,0,37.5319091,126.8276744
323,255,187,8459,5231,151,80,1,2,1,1,2,신정3동,양천구,1,0,0,0,2,2,37.51514135,126.854808789051
324,145,172,4549,5196,112,54,2,2,1,1,2,신정4동,양천구,2,0,0,0,1,1,37.5371607,126.8291793
325,86,68,2725,3201,62,19,2,0,0,0,0,신정6동,양천구,0,0,1,1,0,0,37.517354,126.86448
326,121,140,3300,4019,73,44,2,1,2,2,1,신정7동,양천구,1,0,2,2,2,2,37.5214641,126.8361532
327,135,85,3591,3940,155,39,2,1,2,2,1,당산1동,영등포구,1,0,2,2,0,0,37.5246737,126.897616
328,256,127,6580,6517,187,49,1,2,1,1,2,당산2동,영등포구,1,0,0,0,2,2,37.5183839,126.8948726
329,43,69,1658,1919,57,23,0,0,0,0,0,대림1동,영등포구,0,0,1,1,1,1,37.49274,126.90365
330,40,50,1635,2044,42,26,0,0,0,0,0,대림2동,영등포구,2,0,1,1,1,1,37.4927457,126.8982706
331,125,106,2479,3075,98,24,0,1,2,2,1,대림3동,영등포구,2,0,2,2,0,0,37.4982976,126.8980585
332,110,98,2632,3007,117,27,0,1,2,2,1,도림동,영등포구,0,0,1,1,1,1,37.5092232,126.8949478
333,272,118,3646,4137,198,38,2,2,1,1,2,문래동,영등포구,1,0,2,2,2,2,37.5168505,126.8992168
334,64,128,3389,3296,98,32,2,1,2,2,1,신길1동,영등포구,1,0,2,2,1,1,37.5127629,126.9221459
335,82,94,2100,2321,52,20,0,0,0,0,0,신길3동,영등포구,0,0,1,1,0,0,37.5077217,126.9076467
336,28,61,1666,1370,52,10,0,0,0,0,0,신길4동,영등포구,0,0,1,1,0,0,37.5069745,126.9138037
337,55,64,1282,1745,62,15,0,0,0,0,0,신길5동,영등포구,1,0,1,1,1,1,37.50160715,126.9052434681105
338,97,89,4100,2980,102,29,2,1,2,2,1,신길6동,영등포구,2,0,2,2,0,0,37.4993739,126.9098518
339,155,54,3420,3698,79,19,2,1,2,2,1,신길7동,영등포구,2,0,2,2,0,0,37.5063831,126.9214518
340,173,80,4037,3205,159,25,2,1,2,2,1,양평1동,영등포구,1,0,2,2,0,0,37.5242156,126.8881595
341,202,76,3529,3600,171,31,2,1,2,2,1,양평2동,영등포구,1,0,2,2,0,0,37.5386996,126.8964016
342,191,133,3837,4579,108,43,2,1,1,2,2,여의동,영등포구,4,0,0,0,2,2,37.5176571,126.934559599494
343,160,175,8085,6648,252,55,1,2,1,1,2,영등포동,영등포구,1,0,0,0,0,0,37.5195754,126.9122636
344,108,139,2899,3027,90,35,2,1,2,2,1,영등포본동,영등포구,2,0,2,2,0,0,37.5144067,126.910022
345,16,84,1777,1714,26,26,0,0,0,0,0,남영동,용산구,1,0,1,1,1,1,37.54574635,126.9748285242405
346,36,92,1958,2430,54,22,0,0,0,0,0,보광동,용산구,0,1,1,1,1,1,37.5290252,126.9920025
347,56,62,2185,2248,31,18,0,0,0,0,0,서빙고동,용산구,1,0,1,1,1,1,37.5198,126.9829
348,61,57,1634,2019,50,16,0,0,0,0,0,용문동,용산구,1,0,1,1,1,1,37.5378177,126.9562536
349,30,50,1227,1536,60,9,0,0,0,0,0,용산2가동,용산구,1,0,1,1,1,1,37.546128,126.9855719
350,139,66,3177,3275,98,22,2,1,2,2,1,원효로1동,용산구,1,0,2,2,0,0,37.5372658,126.9677293
351,82,63,1863,2097,65,17,0,0,0,0,0,원효로2동,용산구,0,0,1,1,0,0,37.5338578,126.9518669
352,177,111,2574,4575,79,22,2,1,2,2,1,이촌1동,용산구,1,0,2,2,2,2,37.5211598,126.9728621
353,84,54,1133,1491,35,12,0,0,0,0,0,이촌2동,용산구,0,0,1,1,0,0,37.526192,126.9551755
354,17,48,1248,1360,33,8,0,0,0,0,0,이태원1동,용산구,1,0,1,1,1,1,37.5330546,126.9944068
355,27,53,1404,1492,35,10,0,0,0,0,0,이태원2동,용산구,0,0,1,1,1,1,37.5416891,126.9906339
356,62,109,3405,3490,79,31,2,1,2,2,1,청파동,용산구,0,1,2,2,1,1,37.5453328,126.9674888
357,116,66,5600,3927,126,45,2,1,1,2,2,한강로동,용산구,4,0,0,0,0,0,37.5281196,126.9692003704209
358,112,92,3144,3593,103,41,2,1,2,2,1,한남동,용산구,2,0,2,2,0,0,37.53462385,127.0005160667444
359,77,38,1612,1747,50,17,0,0,0,0,0,효창동,용산구,1,0,1,1,1,1,37.54246375,126.961888497125
360,84,100,2070,2578,71,36,0,1,2,2,1,후암동,용산구,0,0,1,1,1,1,37.5496447,126.9774587
361,78,166,2581,3741,81,40,2,1,2,2,1,갈현1동,은평구,1,0,2,2,1,1,37.6236538,126.9166665641447
362,107,170,3600,4118,88,46,2,1,2,2,1,갈현2동,은평구,1,0,2,2,1,1,37.6185062,126.9158164842187
363,110,269,4241,4363,94,49,2,2,2,1,1,구산동,은평구,1,0,2,2,1,1,37.6111833,126.9100301
364,239,215,5312,5725,162,55,1,2,1,1,2,녹번동,은평구,2,0,0,0,0,0,37.5979948,126.9136836
365,96,138,4320,4608,124,57,2,1,1,2,2,대조동,은평구,3,0,0,0,1,1,37.6136854,126.9206302
366,183,206,4679,5525,125,65,2,2,1,1,2,불광1동,은평구,3,0,0,0,0,0,37.610389,126.9321126269629
367,92,181,3529,4261,82,57,2,1,2,2,1,불광2동,은평구,1,0,2,2,1,1,37.6263847,126.9272304
368,39,58,2803,1266,52,22,0,0,0,0,0,수색동,은평구,1,0,1,1,1,1,37.594877,126.9103800940924
369,141,167,3363,3712,90,52,2,1,2,2,1,신사1동,은평구,1,1,2,2,1,1,37.59778255,126.9118157675268
370,69,104,2395,2819,60,29,0,0,0,0,0,신사2동,은평구,1,0,1,1,1,1,37.5898793,126.9106113
371,186,238,5845,6630,154,91,1,2,1,1,2,역촌동,은평구,2,0,0,0,1,1,37.6208433,126.9244467
372,157,138,6364,4239,141,47,1,2,1,1,2,응암1동,은평구,2,0,0,0,1,1,37.5999132,126.926471
373,260,98,3553,3322,92,41,2,1,2,2,1,응암2동,은평구,0,0,2,2,0,0,37.59461935,126.9230958733867
374,85,175,3250,3832,81,54,2,1,2,2,1,응암3동,은평구,1,0,2,2,1,1,37.5922353,126.9157499812642
375,75,90,1758,2071,42,29,0,0,0,0,0,증산동,은평구,1,0,1,1,1,1,37.5843584,126.907023146055
376,227,210,5676,6719,122,73,1,2,1,1,2,진관동,은평구,1,0,0,0,2,2,37.6349044,126.9210617
377,8,21,498,651,9,7,0,0,0,0,0,가회동,종로구,0,0,1,1,1,1,37.58002545,126.9848046483195
378,76,51,1565,1907,35,15,0,0,0,0,0,교남동,종로구,0,0,1,1,1,1,37.5718765,126.9619404998649
379,39,24,904,1049,17,3,0,0,0,0,0,무악동,종로구,1,0,1,1,0,0,37.5749571,126.9580276
380,21,45,1075,1369,35,7,0,0,0,0,0,부암동,종로구,0,1,1,1,1,1,37.5928744,126.9643098
381,28,46,1686,1669,42,16,0,0,0,0,0,사직동,종로구,0,0,1,1,1,1,37.57619145,126.96882915
382,9,24,302,391,11,6,0,0,0,0,0,삼청동,종로구,0,0,1,1,1,1,37.5849793,126.9817816272911
383,28,41,842,984,18,8,0,0,0,0,0,숭인1동,종로구,2,0,1,1,1,1,37.5795738,127.0152701
384,28,66,2209,2010,38,16,0,0,0,0,0,숭인2동,종로구,2,0,2,2,1,1,37.5753495,127.0198525
385,28,63,1320,1500,35,7,0,0,0,0,0,이화동,종로구,0,2,1,1,1,1,37.57697485,127.0043164211567
386,14,81,1838,1746,28,21,0,0,0,0,0,종로1.2.3.4가동,종로구,4,1,2,2,1,1,37.5707276,126.9889123
387,8,40,1133,1167,16,14,0,0,0,0,0,종로5.6가동,종로구,2,0,1,1,1,1,37.5720378,127.0050662
388,11,36,709,807,20,13,0,0,0,0,0,창신1동,종로구,1,0,1,1,1,1,37.5795738,127.0152701
389,26,69,717,947,21,16,0,0,0,0,0,창신2동,종로구,0,0,1,1,1,1,37.5727054,127.0107733
390,36,30,741,978,30,8,0,0,0,0,0,창신3동,종로구,1,0,1,1,1,1,37.5795738,127.0152701
391,57,54,1406,1671,31,16,0,0,0,0,0,청운효자동,종로구,0,1,1,1,1,1,37.5840835,126.9706357
392,71,104,2239,2319,46,21,0,0,0,0,0,평창동,종로구,0,0,1,1,1,1,37.6063535,126.9683005625856
393,41,72,3020,3263,46,10,2,0,0,0,0,혜화동,종로구,1,0,2,2,1,1,37.586829,127.0006022
394,15,32,1196,1031,35,18,0,0,0,0,0,광희동,중구,1,0,1,1,1,1,37.561279,126.9899418
395,66,60,1968,2306,63,29,0,0,0,0,0,다산동,중구,3,0,2,2,1,1,37.5543101,127.0083037
396,68,54,1058,1349,23,12,0,0,0,0,0,동화동,중구,1,0,1,1,0,0,37.558765,127.019755
397,7,16,630,576,6,7,0,0,0,0,0,명동,중구,2,0,1,1,1,1,37.5600403,126.9858441496924
398,16,6,715,514,11,5,0,0,0,0,0,소공동,중구,1,0,1,1,1,1,37.5629075,126.977303
399,53,61,1584,1649,45,22,0,0,0,0,0,신당5동,중구,1,0,1,1,1,1,37.5650724,127.0218508
400,32,51,1612,1549,51,27,0,0,0,0,0,신당동,중구,4,0,2,2,1,1,37.567665,127.0160853
401,90,101,2272,2549,65,27,0,0,0,0,0,약수동,중구,2,0,2,2,0,0,37.552466,127.0090055
402,7,17,557,567,12,2,0,0,0,0,0,을지로동,중구,2,0,1,1,1,1,37.566884,126.9919783
403,13,26,981,1020,21,8,0,0,0,0,0,장충동,중구,1,0,1,1,1,1,37.561904,127.007731
404,131,76,1811,2169,70,17,0,0,0,0,0,중림동,중구,1,0,1,1,0,0,37.5596724,126.9666088
405,80,88,1522,1885,76,12,0,0,0,0,0,청구동,중구,1,0,1,1,0,0,37.5570674,127.0147029
406,9,22,909,855,17,8,0,0,0,0,0,필동,중구,1,2,1,1,1,1,37.5604895,126.9947912
407,92,55,2405,2342,80,29,0,0,0,0,0,황학동,중구,1,0,1,1,0,0,37.5674459,127.0213693154367
408,11,58,697,765,15,10,0,0,0,0,0,회현동,중구,2,0,1,1,1,1,37.557318,126.97929
409,66,110,2105,2733,60,57,0,1,2,2,1,망우3동,중랑구,0,0,1,1,1,1,37.6056885,127.1008639
410,123,200,6452,4428,123,68,1,2,1,1,2,망우본동,중랑구,2,0,0,0,0,0,37.60056585,127.1015047176089
411,106,155,2834,3459,159,68,2,1,2,2,1,면목2동,중랑구,0,0,1,1,1,1,37.5897636,127.0790416
412,89,124,3477,4050,80,47,2,1,2,2,1,면목3.8동,중랑구,1,1,2,2,1,1,37.5829594,127.0880821
413,87,100,2921,2668,70,36,0,1,2,2,1,면목4동,중랑구,1,0,2,2,1,1,37.5945908,127.0859844
414,68,54,1936,1660,58,21,0,0,0,0,0,면목5동,중랑구,0,0,1,1,1,1,37.6000886,127.0793834
415,125,121,2788,3317,86,48,2,1,2,2,1,면목7동,중랑구,1,0,2,2,1,1,37.5945908,127.0859844
416,164,195,4615,5452,140,65,2,2,1,1,2,면목본동,중랑구,1,0,0,0,1,1,37.587364,127.087499
417,155,169,4050,4910,122,50,2,2,1,1,2,묵1동,중랑구,3,0,0,0,0,0,37.6137081,127.0787915
418,97,104,2394,2996,76,44,0,1,2,2,1,묵2동,중랑구,2,0,2,2,1,1,37.6096085,127.0760267
419,130,135,2874,3567,122,52,2,1,2,2,1,상봉1동,중랑구,1,0,2,2,0,0,37.5992868,127.0876858152927
420,126,96,4437,4029,160,44,2,1,2,2,1,상봉2동,중랑구,0,0,2,2,1,1,37.5893617,127.07421
421,183,249,3719,4709,95,49,2,2,1,1,2,신내1동,중랑구,2,0,2,2,2,2,37.6059303,127.0995285669914
422,132,139,2182,2903,74,39,0,1,2,2,1,신내2동,중랑구,1,0,1,1,2,2,37.60625615,127.0942087784985
423,131,118,2619,3157,98,34,0,1,2,2,1,중화1동,중랑구,1,0,2,2,1,1,37.60114675,127.0806413557903
424,91,176,3464,3919,95,49,2,1,2,2,1,중화2동,중랑구,2,0,2,2,1,1,37.6087589,127.0750519
