,출생비_k,사망비_k,혼인비_k,이혼비_k,지하철 수 ,대학 수,전입_s,전출_s,동,자치구
0,0.002441827,0.00416547,0.001723643,0.00186728,0,0,-1.394381745,-1.698988236,개포1동,강남구
1,0.005396961,0.00202386,0.002165886,0.000994177,3,0,3.622902733,0.387324452,개포2동,강남구
2,0.003849245,0.002411066,0.003849245,0.001734275,0,0,0.595518648,-0.178813871,개포4동,강남구
3,0.004232467,0.003686342,0.005097165,0.002047968,4,0,1.003061813,1.526012631,논현1동,강남구
4,0.00486386,0.003624052,0.004148586,0.001907396,4,1,0.463748211,0.793174462,논현2동,강남구
5,0.001375057,0.001708405,0.001125047,0.000666694,2,0,-0.206779834,0.014814412,대치1동,강남구
6,0.002178293,0.002477809,0.001388662,0.001034689,3,0,1.958258481,2.717275377,대치2동,강남구
7,0.003207903,0.002545954,0.002698712,0.001578492,2,0,0.697821434,0.970773913,대치4동,강남구
8,0.005227538,0.003733956,0.003173862,0.000700117,1,0,-0.226795597,-0.002496726,도곡1동,강남구
9,0.004477115,0.002752821,0.001905799,0.001058777,3,0,0.303622111,0.682896102,도곡2동,강남구
10,0.005699563,0.003513429,0.003357277,0.002029981,3,0,-0.767777179,-0.766110252,삼성1동,강남구
11,0.005311397,0.00320627,0.003238657,0.001716488,3,0,1.403377064,1.165043349,삼성2동,강남구
12,0.005831649,0.004321461,0.003717386,0.001579889,0,0,1.156515993,1.871594235,세곡동,강남구
13,0.006344225,0.010027969,0.006003138,0.001910089,1,0,-0.853400163,-0.929604331,수서동,강남구
14,0.003586033,0.005284681,0.003586033,0.001069519,3,0,-0.655466511,-0.561582364,신사동,강남구
15,0.003303237,0.004932834,0.003699626,0.001629597,1,0,0.727289085,0.747652581,신사동,관악구
16,0.00538826,0.004127178,0.002254662,0.001375726,0,0,-0.002730255,0.348214104,압구정동,강남구
17,0.003474184,0.002852785,0.005762061,0.002485595,6,0,4.025997951,4.527251012,역삼1동,강남구
18,0.004085717,0.002612635,0.002251313,0.000944996,3,0,1.531811541,1.848512718,역삼2동,강남구
19,0.003722414,0.006514225,0.004320659,0.001462377,1,0,-0.761661251,-0.698148007,일원1동,강남구
20,0.006512797,0.005198812,0.004570384,0.001256856,2,0,-0.125604797,-0.217283066,일원2동,강남구
21,0.004493605,0.002851711,0.00229001,0.000864155,1,0,-0.451972925,-0.253828802,일원본동,강남구
22,0.005569283,0.003725929,0.00254932,0.000823626,3,0,0.176299621,0.760475646,청담동,강남구
23,0.003418595,0.00482266,0.002563946,0.001800867,1,0,2.867307697,-0.198689622,강일동,강동구
24,0.006135738,0.003046999,0.003046999,0.001252191,1,0,-0.083349298,0.819461745,고덕1동,강동구
25,0.00759505,0.00290399,0.00317205,0.001295626,1,0,0.18908747,0.303974529,고덕2동,강동구
26,0.004587962,0.004609914,0.004741625,0.001580542,1,0,1.914890996,2.546728611,길동,강동구
27,0.007575758,0.007575758,0.143939394,0.015151515,2,0,-1.854744284,-2.292696149,둔촌1동,강동구
28,0.006033674,0.004932937,0.003342982,0.001182274,0,0,-0.192879999,0.639297681,둔촌2동,강동구
29,0.007908509,0.003993022,0.005039736,0.001201783,2,0,0.322525887,0.555306605,명일1동,강동구
30,0.002232015,0.002403709,0.001831397,0.000858467,1,0,-0.290178845,-0.553888525,명일2동,강동구
31,0.004679964,0.001737105,0.002002779,0.000756151,2,0,5.001766375,0.721365297,상일동,강동구
32,0.006318323,0.003911343,0.003359743,0.001404072,1,0,-0.254595267,-0.222412292,성내1동,강동구
33,0.005640303,0.005042089,0.004230227,0.00200829,2,0,0.290834263,0.598905026,성내2동,강동구
34,0.005353645,0.004047878,0.00343852,0.001262242,1,0,0.16795972,0.195619629,성내3동,강동구
35,0.005414532,0.005006986,0.005036097,0.002619935,1,0,0.770100577,1.186201406,암사1동,강동구
36,0.010036316,0.003235391,0.004952129,0.001452625,1,0,-0.634338762,-0.743028734,암사2동,강동구
37,0.005282976,0.003091103,0.002585286,0.000730624,0,0,-0.744981449,-0.737258355,암사3동,강동구
38,0.004870373,0.006331485,0.007380489,0.002809831,2,0,0.282494362,0.573900049,천호1동,강동구
39,0.005291805,0.005291805,0.0070759,0.0021772,2,0,1.097024699,1.904293051,천호2동,강동구
40,0.005982582,0.005073836,0.00443014,0.001855358,1,0,1.05810516,1.037453852,천호3동,강동구
41,0.002710914,0.006403365,0.002991353,0.002150035,5,1,-0.075009397,0.07957089,미아동,강북구
42,0.003311977,0.006461071,0.003746335,0.002551851,1,0,-0.300742719,-0.18843117,번1동,강북구
43,0.003452023,0.007735089,0.002876686,0.00140638,0,0,-1.002962389,-1.050141143,번2동,강북구
44,0.00305499,0.009883791,0.002695579,0.001976758,0,0,-1.079133485,-1.060399595,번3동,강북구
45,0.004732014,0.003476581,0.001931434,0.000933526,1,0,-0.210115794,-0.136497756,삼각산동,강북구
46,0.004565236,0.007253179,0.003413261,0.001919959,3,0,-0.354674079,-0.134574296,삼양동,강북구
47,0.004409051,0.005639483,0.003212797,0.002187436,1,0,0.090120644,0.338596805,송중동,강북구
48,0.002338867,0.00697826,0.002338867,0.002185499,1,0,-0.156740428,0.130863151,송천동,강북구
49,0.00413867,0.007693057,0.003213555,0.002337131,1,0,-0.274611029,-0.257034568,수유1동,강북구
50,0.003588291,0.006846081,0.002596789,0.002124646,1,0,-0.40860544,-0.585946187,수유2동,강북구
51,0.002126182,0.005988024,0.003775059,0.002386531,1,0,0.315297972,0.40078867,수유3동,강북구
52,0.003668737,0.006995059,0.003864403,0.002592574,2,0,-0.215119735,-0.376930226,우이동,강북구
53,0.003180388,0.007189001,0.002849097,0.00274971,2,0,0.156839852,0.487985513,인수동,강북구
54,0.005914215,0.002869272,0.006792563,0.001171132,4,0,2.65047027,2.944884782,가양1동,강서구
55,0.004894904,0.01245321,0.00482292,0.002015549,1,0,-0.813924631,-0.880876684,가양2동,강서구
56,0.010935194,0.008117537,0.009325104,0.00161009,2,0,-0.857292117,-0.879594377,가양3동,강서구
57,0.006485465,0.004269326,0.004497458,0.002020597,2,0,2.999078134,0.714953765,공항동,강서구
58,0.007324658,0.003805549,0.008593175,0.001964154,3,0,0.882967238,0.820744052,등촌1동,강서구
59,0.006111498,0.003676836,0.003875584,0.001838418,0,0,-0.442521037,-0.171761185,등촌2동,강서구
60,0.006256756,0.008451535,0.00448783,0.001441347,3,0,0.082336736,0.439899019,등촌3동,강서구
61,0.004694836,0.003673019,0.002540735,0.001491301,3,0,0.254694691,0.735470669,발산1동,강서구
62,0.004995192,0.003869515,0.003517741,0.001500903,3,0,1.100360659,1.922886495,방화1동,강서구
63,0.004905336,0.005851979,0.004475043,0.002022375,3,0,0.460412251,0.041101695,방화2동,강서구
64,0.005695113,0.007505187,0.00432652,0.002030815,1,0,-0.349114145,-0.221771139,방화3동,강서구
65,0.007915694,0.002333807,0.004763852,0.000938335,2,0,0.97971009,1.234929054,염창동,강서구
66,0.004674426,0.003856402,0.002360585,0.001215351,3,1,0.726177098,1.115033395,우장산동,강서구
67,0.006785281,0.004009484,0.00917555,0.002698691,1,0,3.153088307,3.745044043,화곡1동,강서구
68,0.005640476,0.004173952,0.003384286,0.001804952,0,0,-0.502568325,-0.437839786,화곡2동,강서구
69,0.004322164,0.005065762,0.002463169,0.001161872,1,0,-0.075565391,-0.177531565,화곡3동,강서구
70,0.004436211,0.00458246,0.002632477,0.002096232,0,0,-0.514244186,-0.439122092,화곡4동,강서구
71,0.004410055,0.004931243,0.003167221,0.001523474,0,0,0.437616521,0.323209127,화곡6동,강서구
72,0.005495181,0.004223908,0.003444741,0.001558335,1,0,0.081780743,0.386683299,화곡8동,강서구
73,0.00539941,0.004932434,0.003473134,0.002101392,1,1,1.161519933,1.369571237,화곡본동,강서구
74,0.00240681,0.003463458,0.004696214,0.001115351,1,1,0.679473652,0.680972642,낙성대동,관악구
75,0.004390573,0.006079255,0.002927049,0.002026418,0,0,-0.206779834,0.014814412,난곡동,관악구
76,0.004468393,0.005848337,0.002234196,0.00157708,0,0,-1.004074375,-1.138620292,난향동,관악구
77,0.005924039,0.004096999,0.006588418,0.00182704,2,0,0.313629992,0.361678322,남현동,관악구
78,0.003372753,0.003799684,0.004312001,0.001536951,0,0,1.304966232,1.454203467,대학동,관악구
79,0.003540055,0.00458896,0.00268782,0.001770028,0,0,0.124036241,0.356549096,미성동,관악구
80,0.003842538,0.005845563,0.006663124,0.001635122,0,0,0.447068409,0.32577374,보라매동,관악구
81,0.003009923,0.007571838,0.002586653,0.001740112,0,0,-0.922343345,-0.24357035,삼성동,관악구
82,0.002682357,0.004456174,0.00497534,0.001687289,0,0,0.807352135,1.117598008,서림동,관악구
83,0.004043601,0.004658931,0.009537623,0.001758087,1,0,1.124824369,1.222747142,서원동,관악구
84,0.005280596,0.005004487,0.002726582,0.001242493,0,0,-0.341886231,0.023149404,성현동,관악구
85,0.002950762,0.002994803,0.005549194,0.001585484,2,0,2.240703131,2.019059483,신림동,관악구
86,0.002787845,0.00485085,0.003735712,0.002118762,0,0,0.126816208,0.1603562,신원동,관악구
87,0.004838954,0.004506276,0.003840919,0.00157266,1,0,0.655565936,1.0271954,은천동,관악구
88,0.004521914,0.003671639,0.004096777,0.001082167,1,0,0.722285144,0.826514431,인헌동,관악구
89,0.003775312,0.004347329,0.003660908,0.002173664,1,0,0.096792565,0.007120573,조원동,관악구
90,0.002548853,0.003921312,0.004117378,0.000980328,1,0,0.096792565,6.79E-05,중앙동,관악구
91,0.003050487,0.003162431,0.004309862,0.001231389,2,0,3.085813105,3.053239682,청룡동,관악구
92,0.007247822,0.00438859,0.005186515,0.000997407,0,0,-0.818928572,-0.847536715,청림동,관악구
93,0.004402256,0.003851974,0.00405833,0.000894208,2,0,1.683041746,1.901728438,행운동,관악구
94,0.004023737,0.00231582,0.002257924,0.000781589,1,1,0.072884848,0.382195226,광장동,광진구
95,0.003973973,0.004235993,0.005458754,0.001441111,1,0,0.334201748,0.465545149,구의1동,광진구
96,0.004655035,0.004730727,0.003557507,0.001778753,1,0,0.028405376,0.080853197,구의2동,광진구
97,0.005539389,0.004066893,0.004101953,0.001612734,0,0,0.160175813,0.421305575,구의3동,광진구
98,0.004352501,0.005069384,0.004762149,0.001587383,2,1,0.139048063,0.156509281,군자동,광진구
99,0.006557377,0.00443066,0.005848471,0.002126717,2,0,-0.719405753,-0.82894327,능동,광진구
100,0.00414732,0.005589866,0.004598116,0.001893342,0,0,0.186863496,0.271916866,자양1동,광진구
101,0.004618088,0.003841595,0.003637255,0.001593853,1,0,-0.213451755,0.191131556,자양2동,광진구
102,0.005517933,0.003869719,0.003547243,0.000931599,1,0,-0.028861945,0.216136533,자양3동,광진구
103,0.003609707,0.006830677,0.003665241,0.001388349,1,0,-0.125048804,-0.528242394,자양4동,광진구
104,0.006168431,0.004545159,0.006622947,0.002077787,1,0,-0.399153552,-0.487208586,중곡1동,광진구
105,0.004406112,0.004827974,0.004452986,0.002062436,1,0,-0.089465226,0.010967492,중곡2동,광진구
106,0.004293448,0.005786821,0.004604567,0.001866716,1,0,-0.587079322,-0.544912379,중곡3동,광진구
107,0.005027776,0.004676183,0.003691724,0.001757964,0,0,0.08789667,0.386683299,중곡4동,광진구
108,0.001562038,0.002997425,0.003968421,0.001139866,1,1,1.96937835,1.69527709,화양동,광진구
109,0.002981778,0.008393153,0.00496963,0.002098288,0,0,-0.917339404,-1.153366817,가리봉동,구로구
110,0.005496464,0.005139937,0.004397172,0.001723216,1,1,0.170183694,0.382836379,개봉1동,구로구
111,0.005175276,0.004556847,0.003287439,0.00149725,1,0,-0.149512513,0.206519235,개봉2동,구로구
112,0.004644498,0.006867928,0.002766935,0.001877563,0,0,-0.630446808,-0.53721854,개봉3동,구로구
113,0.003804176,0.004800507,0.003079571,0.001766224,0,1,-0.578183428,-0.384624066,고척1동,구로구
114,0.004521477,0.005840241,0.001808591,0.001620196,0,0,-0.394705605,-0.211512687,고척2동,구로구
115,0.007067647,0.003557863,0.008317708,0.001730852,1,0,-0.678818234,-0.635956141,구로1동,구로구
116,0.003508624,0.006721339,0.004227257,0.002113629,1,0,-0.379137789,-0.242929196,구로2동,구로구
117,0.005132991,0.004072456,0.005175413,0.001866542,3,0,0.597186628,0.686743022,구로3동,구로구
118,0.004545222,0.006485879,0.004494152,0.002144936,2,0,-0.393593618,-0.277551472,구로4동,구로구
119,0.006244697,0.00356355,0.004887154,0.001018157,2,0,0.743968887,0.831643657,구로5동,구로구
120,0.006036476,0.004580872,0.004409624,0.001198733,1,0,-0.27961497,-0.218565373,수궁동,구로구
121,0.007911832,0.002859364,0.004663817,0.001415801,3,0,0.405924897,0.479009367,신도림동,구로구
122,0.00720865,0.004627776,0.005784719,0.002135896,1,0,0.257474658,0.18984925,오류1동,구로구
123,0.006388027,0.005292937,0.002998462,0.001773003,2,1,0.380349201,0.607240018,오류2동,구로구
124,0.008697768,0.001520589,0.00377106,0.001094824,0,0,-1.056337755,-1.331607421,항동,구로구
125,0.00339395,0.003729154,0.006997402,0.001885528,2,0,1.76199281,1.441380401,가산동,금천구
126,0.007479646,0.004611345,0.006266134,0.001853364,1,0,3.760789097,2.399263363,독산1동,금천구
127,0.003962092,0.006906891,0.004069176,0.002195213,0,0,-0.568175547,-0.700071466,독산2동,금천구
128,0.003092273,0.006060856,0.00391688,0.002185207,0,0,-0.016074096,-0.021731324,독산3동,금천구
129,0.004172738,0.005629885,0.003642867,0.001920784,0,0,-0.802804763,-0.887288217,독산4동,금천구
130,0.005256563,0.00540937,0.004095229,0.00216986,0,0,0.477648046,0.815614826,시흥1동,금천구
131,0.003840865,0.005121153,0.003034757,0.000948362,0,0,-0.78112102,-0.766110252,시흥2동,금천구
132,0.003444424,0.00549246,0.003258239,0.002048036,1,0,-1.200340047,-1.392516981,시흥3동,금천구
133,0.004493162,0.005085666,0.00375253,0.002370019,0,0,-0.707173898,-0.72635875,시흥4동,금천구
134,0.004141547,0.007287025,0.003931848,0.002463958,0,0,-0.649350584,-0.689171861,시흥5동,금천구
135,0.004602146,0.005255705,0.002913785,0.002124067,2,0,0.785112399,1.300967839,공릉1동,노원구
136,0.004834849,0.003638104,0.003087602,0.000957396,1,3,1.684153733,1.338795881,공릉2동,노원구
137,0.005441224,0.002693675,0.004794742,0.001185217,1,0,0.177967602,-0.660961118,상계10동,노원구
138,0.003484505,0.005992292,0.003194129,0.001636661,1,0,0.284718335,0.559153524,상계1동,노원구
139,0.003122325,0.005086368,0.002366924,0.001561162,0,0,-0.423617262,-0.398088284,상계2동,노원구
140,0.003354799,0.007982108,0.002660703,0.002390776,1,0,-0.581519388,-0.45643323,상계3.4동,노원구
141,0.003104157,0.00629221,0.002726624,0.002307144,1,0,-0.397485572,-0.314738361,상계5동,노원구
142,0.005303568,0.004255188,0.004471031,0.001572569,0,1,0.322525887,0.765604872,상계6.7동,노원구
143,0.013771281,0.003788216,0.012746234,0.001158749,1,0,-0.126716784,0.05392476,상계8동,노원구
144,0.006119528,0.004490944,0.00380003,0.00143118,1,0,-0.566507566,-0.376289073,상계9동,노원구
145,0.003807578,0.005572065,0.0028789,0.001996657,1,1,-0.274611029,-0.017243251,월계1동,노원구
146,0.004812429,0.007048124,0.002993558,0.001705191,2,1,-0.525920048,-0.298068376,월계2동,노원구
147,0.006496567,0.005655042,0.004241282,0.001447422,1,0,-0.106145028,0.146891982,월계3동,노원구
148,0.001201336,0.003341217,0.001051169,0.000901002,0,0,-0.22735159,-0.058277059,중계1동,노원구
149,0.004366297,0.00808355,0.003717253,0.00132759,1,0,-0.198439933,0.280251859,중계2.3동,노원구
150,0.002931662,0.006419329,0.002527295,0.001668015,1,0,-0.858404104,-0.758416413,중계4동,노원구
151,0.001847032,0.004071866,0.001217362,0.00125934,0,0,-0.445856998,-0.191636936,중계본동,노원구
152,0.002830258,0.004962141,0.002462692,0.001323238,1,0,-0.340218251,-0.049942067,하계1동,노원구
153,0.002706422,0.005,0.002889908,0.001238532,1,0,-0.775561086,-0.659037658,하계2동,노원구
154,0.002632965,0.008616975,0.002537221,0.00229786,0,0,-0.464760773,-0.519266249,도봉1동,도봉구
155,0.005025503,0.007650765,0.003037804,0.002175218,2,0,-0.049433701,0.218701146,도봉2동,도봉구
156,0.002974004,0.006087961,0.002659109,0.002064308,1,0,0.217443133,0.157150434,방학1동,도봉구
157,0.002659438,0.007978315,0.003170869,0.002608295,0,0,-0.603759124,-0.600051559,방학2동,도봉구
158,0.003496503,0.004463621,0.002789763,0.001264693,0,0,-0.560391639,-0.339743338,방학3동,도봉구
159,0.003935717,0.006184698,0.003045495,0.002061566,1,1,-0.350226132,-0.397447131,쌍문1동,도봉구
160,0.004065911,0.006580355,0.003423925,0.002781939,0,0,-0.536483923,-0.558376597,쌍문2동,도봉구
161,0.003407461,0.005559541,0.003347681,0.00173362,1,0,-0.494228424,-0.721229524,쌍문3동,도봉구
162,0.002645931,0.004427885,0.002591933,0.002213942,0,0,-0.814480625,-0.77765101,쌍문4동,도봉구
163,0.004227127,0.005771654,0.002926472,0.001666463,2,0,-0.236803478,-0.102516634,창1동,도봉구
164,0.004624038,0.005003623,0.003485282,0.001897926,0,0,0.036745277,0.172538112,창2동,도봉구
165,0.002831216,0.007259528,0.002903811,0.00246824,0,0,-0.961818877,-1.065528821,창3동,도봉구
166,0.004997539,0.00514898,0.003028812,0.001135804,2,0,-0.359122027,-0.126880457,창4동,도봉구
167,0.005025536,0.005434116,0.003677222,0.001430031,1,0,-0.283506924,-0.170478879,창5동,도봉구
168,0.008253902,0.003833402,0.004765852,0.001450477,1,0,0.547147222,0.441181325,답십리1동,동대문구
169,0.007218291,0.005440387,0.004018064,0.001208975,0,0,-0.178980164,0.095599722,답십리2동,동대문구
170,0.004025814,0.00590043,0.005285802,0.001936079,3,0,1.832603972,1.394576214,용신동,동대문구
171,0.002313285,0.005617978,0.002423441,0.001046486,1,2,0.003941666,-0.108928166,이문1동,동대문구
172,0.00436287,0.005466125,0.002557545,0.00120355,1,0,-0.659914458,-0.705200692,이문2동,동대문구
173,0.005424813,0.005005503,0.004271712,0.001886891,1,0,0.970814196,1.066946901,장안1동,동대문구
174,0.00656172,0.004590124,0.00308062,0.002248852,0,0,0.247466777,0.418099808,장안2동,동대문구
175,0.005299563,0.006366358,0.004783372,0.001995939,1,0,0.212995186,0.443745938,전농1동,동대문구
176,0.004393339,0.006617129,0.002223789,0.001247491,0,0,-0.974606725,-0.981537745,전농2동,동대문구
177,0.004056795,0.008438134,0.003204868,0.001257606,1,0,0.241906843,0.13663353,제기동,동대문구
178,0.002984916,0.009221257,0.002611801,0.002451895,1,0,-0.711065851,-0.538500846,청량리동,동대문구
179,0.002646253,0.004725451,0.003213307,0.00094509,0,1,-0.423061268,-0.746234501,회기동,동대문구
180,0.005425084,0.004711257,0.003283603,0.001284888,1,0,-0.160632381,-0.593640026,휘경1동,동대문구
181,0.003519669,0.004140787,0.002443064,0.00173913,0,2,0.295838203,0.199466549,휘경2동,동대문구
182,0.005457283,0.005300464,0.003983189,0.001097729,2,0,1.468428292,1.610644861,노량진1동,동작구
183,0.00317965,0.008229683,0.003273169,0.001683344,1,0,-0.49033647,0.377707153,노량진2동,동작구
184,0.003649635,0.004522374,0.003676082,0.001216545,3,0,1.094800725,1.53755339,대방동,동작구
185,0.004737881,0.003465672,0.006536521,0.001930248,2,0,0.845159687,0.91499358,사당1동,동작구
186,0.006675662,0.004438605,0.004687167,0.001313827,2,0,0.934674625,0.434769793,사당2동,동작구
187,0.006782587,0.004727258,0.003658486,0.001068771,1,1,0.011725574,0.2193423,사당3동,동작구
188,0.006067447,0.003809793,0.004656413,0.001340483,1,0,-0.556499685,-0.649420359,사당4동,동작구
189,0.007404844,0.003944637,0.007128028,0.001453287,1,0,-0.766665192,-0.88985283,사당5동,동작구
190,0.0041168,0.00440925,0.003689373,0.001034824,1,1,2.068345175,2.797419533,상도1동,동작구
191,0.006655931,0.003721596,0.003327966,0.001037753,1,0,1.704169496,1.593333723,상도2동,동작구
192,0.005330053,0.005699057,0.004428044,0.001599016,0,0,0.205767272,0.299486456,상도3동,동작구
193,0.005807242,0.00486269,0.003358405,0.001679202,0,0,0.494327849,0.580952735,상도4동,동작구
194,0.004514869,0.004384632,0.003907098,0.001258954,1,0,-0.327986396,-0.253187648,신대방1동,동작구
195,0.004909984,0.003409711,0.003091471,0.000954719,1,0,0.776772498,0.028919783,신대방2동,동작구
196,0.005332567,0.005045183,0.003480538,0.001117604,1,1,0.434280561,0.698924934,흑석동,동작구
197,0.004528424,0.005175342,0.004258875,0.001455565,1,0,1.247698911,1.72092322,공덕동,마포구
198,0.004330195,0.004467661,0.005154993,0.001099732,1,1,0.06176498,-0.218565373,대흥동,마포구
199,0.007469432,0.005138208,0.00523336,0.001474856,2,1,-0.317422521,-0.273063399,도화동,마포구
200,0.004313588,0.00551738,0.004363746,0.001454582,1,0,-0.257375234,-0.046736301,망원1동,마포구
201,0.004427646,0.004211663,0.003887689,0.001889849,1,0,-0.528144022,-0.544912379,망원2동,마포구
202,0.003946896,0.004305705,0.002642137,0.001826663,1,0,0.302510124,0.478368214,상암동,마포구
203,0.005326818,0.004005127,0.003123999,0.001161487,2,1,0.654453949,0.360396015,서강동,마포구
204,0.003326387,0.003486694,0.004488618,0.001322539,1,0,1.177643742,1.334948961,서교동,마포구
205,0.003965736,0.00555203,0.004388748,0.0017978,1,0,-0.193435992,-0.205742308,성산1동,마포구
206,0.005388858,0.005287659,0.003693771,0.001391489,3,0,1.218787254,1.649114056,성산2동,마포구
207,0.006935491,0.005068243,0.004267994,0.001600498,0,0,-0.125604797,0.060336293,신수동,마포구
208,0.012353058,0.003705918,0.005897589,0.00111576,2,0,0.122924255,0.261017261,아현동,마포구
209,0.003816794,0.0041516,0.005356904,0.001339226,0,0,-0.255707254,-0.122392385,연남동,마포구
210,0.003620393,0.003264289,0.004095199,0.001187014,1,0,1.929346824,-0.932168944,염리동,마포구
211,0.007430111,0.003622179,0.004179437,0.001486022,0,0,-0.273499042,-0.362824855,용강동,마포구
212,0.005206224,0.003760051,0.005379765,0.001099092,1,0,-0.231243544,-0.123674691,합정동,마포구
